algorithm	fanout	cascading	input_size	run	time
rank_unbounded	8	4	1000000	0	1.30181
rank_unbounded	8	4	1000000	1	1.30208
rank_unbounded	8	4	1000000	2	1.30479
rank_unbounded	8	4	1000000	3	1.29968
rank_unbounded	8	8	1000000	0	1.25347
rank_unbounded	8	8	1000000	1	1.25262
rank_unbounded	8	8	1000000	2	1.25342
rank_unbounded	8	8	1000000	3	1.25386
rank_unbounded	8	16	1000000	0	1.25325
rank_unbounded	8	16	1000000	1	1.2542
rank_unbounded	8	16	1000000	2	1.25242
rank_unbounded	8	16	1000000	3	1.25458
rank_unbounded	8	32	1000000	0	1.31473
rank_unbounded	8	32	1000000	1	1.31937
rank_unbounded	8	32	1000000	2	1.31514
rank_unbounded	8	32	1000000	3	1.31446
rank_unbounded	8	64	1000000	0	1.32875
rank_unbounded	8	64	1000000	1	1.33061
rank_unbounded	8	64	1000000	2	1.3274
rank_unbounded	8	64	1000000	3	1.32764
rank_unbounded	8	128	1000000	0	1.42217
rank_unbounded	8	128	1000000	1	1.42209
rank_unbounded	8	128	1000000	2	1.42262
rank_unbounded	8	128	1000000	3	1.42276
rank_unbounded	8	256	1000000	0	1.53143
rank_unbounded	8	256	1000000	1	1.53547
rank_unbounded	8	256	1000000	2	1.53062
rank_unbounded	8	256	1000000	3	1.56995
rank_unbounded	8	512	1000000	0	1.68561
rank_unbounded	8	512	1000000	1	1.68478
rank_unbounded	8	512	1000000	2	1.68566
rank_unbounded	8	1024	1000000	0	1.82798
rank_unbounded	8	1024	1000000	1	1.82612
rank_unbounded	8	1024	1000000	2	1.82707
rank_unbounded	16	1	1000000	0	1.51555
rank_unbounded	16	1	1000000	1	1.47632
rank_unbounded	16	1	1000000	2	1.47863
rank_unbounded	16	1	1000000	3	1.47427
rank_unbounded	16	2	1000000	0	1.28193
rank_unbounded	16	2	1000000	1	1.28384
rank_unbounded	16	2	1000000	2	1.28407
rank_unbounded	16	2	1000000	3	1.28603
rank_unbounded	16	4	1000000	0	1.2136
rank_unbounded	16	4	1000000	1	1.24231
rank_unbounded	16	4	1000000	2	1.23741
rank_unbounded	16	4	1000000	3	1.23887
rank_unbounded	16	4	1000000	4	1.23948
rank_unbounded	16	8	1000000	0	1.24285
rank_unbounded	16	8	1000000	1	1.24409
rank_unbounded	16	8	1000000	2	1.24326
rank_unbounded	16	8	1000000	3	1.24228
rank_unbounded	16	8	1000000	4	1.24465
rank_unbounded	16	16	1000000	0	1.25055
rank_unbounded	16	16	1000000	1	1.25891
rank_unbounded	16	16	1000000	2	1.24995
rank_unbounded	16	16	1000000	3	1.24967
rank_unbounded	16	32	1000000	0	1.29838
rank_unbounded	16	32	1000000	1	1.2946
rank_unbounded	16	32	1000000	2	1.29288
rank_unbounded	16	32	1000000	3	1.29399
rank_unbounded	16	64	1000000	0	1.37092
rank_unbounded	16	64	1000000	1	1.32991
rank_unbounded	16	64	1000000	2	1.32978
rank_unbounded	16	64	1000000	3	1.3298
rank_unbounded	16	128	1000000	0	1.46445
rank_unbounded	16	128	1000000	1	1.42892
rank_unbounded	16	128	1000000	2	1.42917
rank_unbounded	16	128	1000000	3	1.42791
rank_unbounded	16	256	1000000	0	1.5287
rank_unbounded	16	256	1000000	1	1.49321
rank_unbounded	16	256	1000000	2	1.50009
rank_unbounded	16	256	1000000	3	1.50022
rank_unbounded	16	512	1000000	0	1.66093
rank_unbounded	16	512	1000000	1	1.65606
rank_unbounded	16	512	1000000	2	1.65409
rank_unbounded	16	512	1000000	3	1.65363
rank_unbounded	16	1024	1000000	0	1.82258
rank_unbounded	16	1024	1000000	1	1.82199
rank_unbounded	16	1024	1000000	2	1.8226
rank_unbounded	32	1	1000000	0	1.80729
rank_unbounded	32	1	1000000	1	1.80294
rank_unbounded	32	1	1000000	2	1.80014
rank_unbounded	32	2	1000000	0	1.44892
rank_unbounded	32	2	1000000	1	1.4554
rank_unbounded	32	2	1000000	2	1.44596
rank_unbounded	32	2	1000000	3	1.45265
rank_unbounded	32	4	1000000	0	1.30507
rank_unbounded	32	4	1000000	1	1.30066
rank_unbounded	32	4	1000000	2	1.30014
rank_unbounded	32	4	1000000	3	1.30248
rank_unbounded	32	8	1000000	0	1.28149
rank_unbounded	32	8	1000000	1	1.30498
rank_unbounded	32	8	1000000	2	1.30822
rank_unbounded	32	8	1000000	3	1.30852
rank_unbounded	32	16	1000000	0	1.47681
rank_unbounded	32	16	1000000	1	1.47784
rank_unbounded	32	16	1000000	2	1.48597
rank_unbounded	32	16	1000000	3	1.47439
rank_unbounded	32	32	1000000	0	1.44789
rank_unbounded	32	32	1000000	1	1.45582
rank_unbounded	32	32	1000000	2	1.45197
rank_unbounded	32	32	1000000	3	1.4477
rank_unbounded	32	64	1000000	0	1.50869
rank_unbounded	32	64	1000000	1	1.47023
rank_unbounded	32	64	1000000	2	1.46645
rank_unbounded	32	64	1000000	3	1.46955
rank_unbounded	32	128	1000000	0	1.63699
rank_unbounded	32	128	1000000	1	1.59295
rank_unbounded	32	128	1000000	2	1.59023
rank_unbounded	32	128	1000000	3	1.5996
rank_unbounded	32	256	1000000	0	1.75591
rank_unbounded	32	256	1000000	1	1.72908
rank_unbounded	32	256	1000000	2	1.73972
rank_unbounded	32	512	1000000	0	2.00196
rank_unbounded	32	512	1000000	1	1.89752
rank_unbounded	32	512	1000000	2	1.9065
rank_unbounded	32	1024	1000000	0	2.06309
rank_unbounded	32	1024	1000000	1	2.06251
rank_unbounded	32	1024	1000000	2	2.06439
rank_unbounded	64	1	1000000	0	7.72994
rank_unbounded	64	2	1000000	0	4.54198
rank_unbounded	64	2	1000000	1	4.54635
rank_unbounded	64	4	1000000	0	2.9217
rank_unbounded	64	4	1000000	1	2.90838
rank_unbounded	64	8	1000000	0	2.12301
rank_unbounded	64	8	1000000	1	2.11996
rank_unbounded	64	8	1000000	2	2.13602
rank_unbounded	64	16	1000000	0	1.82466
rank_unbounded	64	16	1000000	1	1.8657
rank_unbounded	64	16	1000000	2	1.8405
rank_unbounded	64	32	1000000	0	1.84046
rank_unbounded	64	32	1000000	1	1.85233
rank_unbounded	64	32	1000000	2	1.84247
rank_unbounded	64	64	1000000	0	1.69797
rank_unbounded	64	64	1000000	1	1.66864
rank_unbounded	64	64	1000000	2	1.66226
rank_unbounded	64	128	1000000	0	1.79976
rank_unbounded	64	128	1000000	1	1.76935
rank_unbounded	64	128	1000000	2	1.77136
rank_unbounded	64	256	1000000	0	1.96673
rank_unbounded	64	256	1000000	1	1.95262
rank_unbounded	64	256	1000000	2	1.94692
rank_unbounded	64	512	1000000	0	2.24636
rank_unbounded	64	512	1000000	1	2.27436
rank_unbounded	64	512	1000000	2	2.27857
rank_unbounded	64	1024	1000000	0	2.49565
rank_unbounded	64	1024	1000000	1	2.4658
rank_unbounded	64	1024	1000000	2	2.46574
rank_unbounded	128	1	1000000	0	4.67388
rank_unbounded	128	1	1000000	1	4.66632
rank_unbounded	128	2	1000000	0	2.97681
rank_unbounded	128	2	1000000	1	2.97763
rank_unbounded	128	4	1000000	0	2.18775
rank_unbounded	128	4	1000000	1	2.18907
rank_unbounded	128	4	1000000	2	2.20838
rank_unbounded	128	8	1000000	0	1.81294
rank_unbounded	128	8	1000000	1	1.81217
rank_unbounded	128	8	1000000	2	1.81283
rank_unbounded	128	16	1000000	0	1.74748
rank_unbounded	128	16	1000000	1	1.74402
rank_unbounded	128	16	1000000	2	1.76051
rank_unbounded	128	32	1000000	0	1.89357
rank_unbounded	128	32	1000000	1	1.92014
rank_unbounded	128	32	1000000	2	1.9244
rank_unbounded	128	64	1000000	0	2.22718
rank_unbounded	128	64	1000000	1	2.22674
rank_unbounded	128	64	1000000	2	2.22558
rank_unbounded	128	128	1000000	0	2.14079
rank_unbounded	128	128	1000000	1	2.10493
rank_unbounded	128	128	1000000	2	2.11209
rank_unbounded	128	256	1000000	0	2.29983
rank_unbounded	128	256	1000000	1	2.26786
rank_unbounded	128	256	1000000	2	2.26699
rank_unbounded	128	512	1000000	0	2.47978
rank_unbounded	128	512	1000000	1	2.48205
rank_unbounded	128	512	1000000	2	2.47603
rank_unbounded	128	1024	1000000	0	2.87642
rank_unbounded	128	1024	1000000	1	2.87346
rank_unbounded	256	1	1000000	0	30.4139
rank_unbounded	256	2	1000000	0	13.981
rank_unbounded	256	4	1000000	0	7.98552
rank_unbounded	256	8	1000000	0	4.92906
rank_unbounded	256	8	1000000	1	4.92178
rank_unbounded	256	16	1000000	0	3.55617
rank_unbounded	256	16	1000000	1	3.51031
rank_unbounded	256	32	1000000	0	2.78559
rank_unbounded	256	32	1000000	1	2.76558
rank_unbounded	256	64	1000000	0	2.88668
rank_unbounded	256	64	1000000	1	2.88636
rank_unbounded	256	128	1000000	0	3.36951
rank_unbounded	256	128	1000000	1	3.43296
rank_unbounded	256	256	1000000	0	2.81306
rank_unbounded	256	256	1000000	1	2.78071
rank_unbounded	256	512	1000000	0	3.01649
rank_unbounded	256	512	1000000	1	3.03643
rank_unbounded	256	1024	1000000	0	3.51873
rank_unbounded	256	1024	1000000	1	3.54705
rank_unbounded	512	1	1000000	0	out of memory
rank_unbounded	512	2	1000000	0	out of memory
rank_unbounded	512	4	1000000	0	out of memory
rank_unbounded	512	8	1000000	0	out of memory
rank_unbounded	512	16	1000000	0	27.2215
rank_unbounded	512	32	1000000	0	13.5619
rank_unbounded	512	64	1000000	0	8.52485
rank_unbounded	512	128	1000000	0	6.50118
rank_unbounded	512	256	1000000	0	6.4327
rank_unbounded	512	512	1000000	0	7.28089
rank_unbounded	512	1024	1000000	0	7.58643
rank_unbounded	1024	1	1000000	0	16.6484
rank_unbounded	1024	2	1000000	0	10.5376
rank_unbounded	1024	4	1000000	0	7.15087
rank_unbounded	1024	8	1000000	0	5.67431
rank_unbounded	1024	16	1000000	0	5.31503
rank_unbounded	1024	32	1000000	0	5.09528
rank_unbounded	1024	64	1000000	0	5.78263
rank_unbounded	1024	128	1000000	0	6.14326
rank_unbounded	1024	256	1000000	0	7.5131
rank_unbounded	1024	512	1000000	0	9.9648
rank_unbounded	1024	1024	1000000	0	29.8389
rank_2000	2	1	1000000	0	1.57658
rank_2000	2	1	1000000	1	1.60423
rank_2000	2	1	1000000	2	1.65122
rank_2000	2	1	1000000	3	1.60248
rank_2000	2	2	1000000	0	1.51442
rank_2000	2	2	1000000	1	1.54652
rank_2000	2	2	1000000	2	1.51766
rank_2000	2	2	1000000	3	1.51524
rank_2000	2	4	1000000	0	1.4488
rank_2000	2	4	1000000	1	1.46098
rank_2000	2	4	1000000	2	1.44707
rank_2000	2	4	1000000	3	1.44624
rank_2000	2	8	1000000	0	1.51227
rank_2000	2	8	1000000	1	1.48687
rank_2000	2	8	1000000	2	1.48493
rank_2000	2	8	1000000	3	1.49012
rank_2000	2	16	1000000	0	1.54548
rank_2000	2	16	1000000	1	1.52522
rank_2000	2	16	1000000	2	1.52544
rank_2000	2	16	1000000	3	1.53239
rank_2000	2	32	1000000	0	1.51311
rank_2000	2	32	1000000	1	1.51711
rank_2000	2	32	1000000	2	1.52913
rank_2000	2	32	1000000	3	1.51258
rank_2000	2	64	1000000	0	1.55675
rank_2000	2	64	1000000	1	1.55894
rank_2000	2	64	1000000	2	1.55752
rank_2000	2	64	1000000	3	1.55666
rank_2000	2	128	1000000	0	1.58372
rank_2000	2	128	1000000	1	1.58424
rank_2000	2	128	1000000	2	1.57254
rank_2000	2	128	1000000	3	1.59485
rank_2000	2	256	1000000	0	1.55009
rank_2000	2	256	1000000	1	1.5471
rank_2000	2	256	1000000	2	1.54589
rank_2000	2	256	1000000	3	1.54514
rank_2000	2	512	1000000	0	1.49418
rank_2000	2	512	1000000	1	1.48454
rank_2000	2	512	1000000	2	1.49087
rank_2000	2	512	1000000	3	1.48595
rank_2000	2	1024	1000000	0	1.39457
rank_2000	2	1024	1000000	1	1.43148
rank_2000	2	1024	1000000	2	1.42531
rank_2000	2	1024	1000000	3	1.39298
rank_2000	4	1	1000000	0	1.11155
rank_2000	4	1	1000000	1	1.11378
rank_2000	4	1	1000000	2	1.11498
rank_2000	4	1	1000000	3	1.11357
rank_2000	4	1	1000000	4	1.11269
rank_2000	4	2	1000000	0	1.04935
rank_2000	4	2	1000000	1	1.05105
rank_2000	4	2	1000000	2	1.04938
rank_2000	4	2	1000000	3	1.04822
rank_2000	4	2	1000000	4	1.04877
rank_2000	4	4	1000000	0	0.999131
rank_2000	4	4	1000000	1	1.00261
rank_2000	4	4	1000000	2	1.0012
rank_2000	4	4	1000000	3	1.00205
rank_2000	4	4	1000000	4	1.00284
rank_2000	4	8	1000000	0	1.00295
rank_2000	4	8	1000000	1	1.00554
rank_2000	4	8	1000000	2	1.00272
rank_2000	4	8	1000000	3	1.00115
rank_2000	4	8	1000000	4	1.00322
rank_2000	4	16	1000000	0	1.00145
rank_2000	4	16	1000000	1	1.02895
rank_2000	4	16	1000000	2	1.00474
rank_2000	4	16	1000000	3	1.00176
rank_2000	4	16	1000000	4	1.00321
rank_2000	4	32	1000000	0	1.06076
rank_2000	4	32	1000000	1	1.07973
rank_2000	4	32	1000000	2	1.05994
rank_2000	4	32	1000000	3	1.05815
rank_2000	4	32	1000000	4	1.0585
rank_2000	4	64	1000000	0	1.07086
rank_2000	4	64	1000000	1	1.08506
rank_2000	4	64	1000000	2	1.06923
rank_2000	4	64	1000000	3	1.07026
rank_2000	4	64	1000000	4	1.0701
rank_2000	4	128	1000000	0	1.14067
rank_2000	4	128	1000000	1	1.13773
rank_2000	4	128	1000000	2	1.13651
rank_2000	4	128	1000000	3	1.13669
rank_2000	4	128	1000000	4	1.14188
rank_2000	4	256	1000000	0	1.14246
rank_2000	4	256	1000000	1	1.10565
rank_2000	4	256	1000000	2	1.10682
rank_2000	4	256	1000000	3	1.10658
rank_2000	4	256	1000000	4	1.13121
rank_2000	4	512	1000000	0	1.16804
rank_2000	4	512	1000000	1	1.16828
rank_2000	4	512	1000000	2	1.16642
rank_2000	4	512	1000000	3	1.17763
rank_2000	4	512	1000000	4	1.1684
rank_2000	4	1024	1000000	0	0.97453
rank_2000	4	1024	1000000	1	0.975698
rank_2000	4	1024	1000000	2	0.973018
rank_2000	4	1024	1000000	3	1.00325
rank_2000	4	1024	1000000	4	0.975034
rank_2000	8	1	1000000	0	1.12827
rank_2000	8	1	1000000	1	1.15493
rank_2000	8	1	1000000	2	1.13204
rank_2000	8	1	1000000	3	1.13444
rank_2000	8	1	1000000	4	1.13438
rank_2000	8	2	1000000	0	0.976294
rank_2000	8	2	1000000	1	0.992589
rank_2000	8	2	1000000	2	0.992541
rank_2000	8	2	1000000	3	0.988595
rank_2000	8	2	1000000	4	0.992202
rank_2000	8	4	1000000	0	0.973781
rank_2000	8	4	1000000	1	0.971829
rank_2000	8	4	1000000	2	0.973014
rank_2000	8	4	1000000	3	0.99778
rank_2000	8	4	1000000	4	0.972495
rank_2000	8	8	1000000	0	0.885204
rank_2000	8	8	1000000	1	0.887617
rank_2000	8	8	1000000	2	0.886301
rank_2000	8	8	1000000	3	0.888511
rank_2000	8	8	1000000	4	0.885785
rank_2000	8	16	1000000	0	0.889823
rank_2000	8	16	1000000	1	0.89131
rank_2000	8	16	1000000	2	0.891676
rank_2000	8	16	1000000	3	0.89703
rank_2000	8	16	1000000	4	0.89136
rank_2000	8	32	1000000	0	0.954261
rank_2000	8	32	1000000	1	0.921678
rank_2000	8	32	1000000	2	0.930721
rank_2000	8	32	1000000	3	0.922109
rank_2000	8	32	1000000	4	0.926876
rank_2000	8	64	1000000	0	0.898893
rank_2000	8	64	1000000	1	0.898549
rank_2000	8	64	1000000	2	0.899101
rank_2000	8	64	1000000	3	0.898772
rank_2000	8	64	1000000	4	0.901121
rank_2000	8	128	1000000	0	0.96837
rank_2000	8	128	1000000	1	0.963697
rank_2000	8	128	1000000	2	0.964682
rank_2000	8	128	1000000	3	0.964014
rank_2000	8	128	1000000	4	0.963549
rank_2000	8	256	1000000	0	1.02295
rank_2000	8	256	1000000	1	1.02284
rank_2000	8	256	1000000	2	1.02223
rank_2000	8	256	1000000	3	1.02192
rank_2000	8	256	1000000	4	1.02367
rank_2000	8	512	1000000	0	0.975555
rank_2000	8	512	1000000	1	0.972213
rank_2000	8	512	1000000	2	0.971706
rank_2000	8	512	1000000	3	0.972206
rank_2000	8	512	1000000	4	0.972452
rank_2000	8	1024	1000000	0	0.979186
rank_2000	8	1024	1000000	1	0.97711
rank_2000	8	1024	1000000	2	0.979935
rank_2000	8	1024	1000000	3	0.976658
rank_2000	8	1024	1000000	4	0.976964
rank_2000	16	1	1000000	0	1.20703
rank_2000	16	1	1000000	1	1.20626
rank_2000	16	1	1000000	2	1.20836
rank_2000	16	1	1000000	3	1.21669
rank_2000	16	1	1000000	4	1.22349
rank_2000	16	2	1000000	0	0.9646
rank_2000	16	2	1000000	1	0.966001
rank_2000	16	2	1000000	2	0.96553
rank_2000	16	2	1000000	3	0.968704
rank_2000	16	2	1000000	4	0.968449
rank_2000	16	4	1000000	0	0.895473
rank_2000	16	4	1000000	1	0.917394
rank_2000	16	4	1000000	2	0.911961
rank_2000	16	4	1000000	3	0.912435
rank_2000	16	4	1000000	4	0.916337
rank_2000	16	8	1000000	0	0.925341
rank_2000	16	8	1000000	1	0.926743
rank_2000	16	8	1000000	2	0.926793
rank_2000	16	8	1000000	3	0.927274
rank_2000	16	8	1000000	4	0.926536
rank_2000	16	16	1000000	0	0.84143
rank_2000	16	16	1000000	1	0.796588
rank_2000	16	16	1000000	2	0.797043
rank_2000	16	16	1000000	3	0.796078
rank_2000	16	16	1000000	4	0.796418
rank_2000	16	32	1000000	0	0.832525
rank_2000	16	32	1000000	1	0.835759
rank_2000	16	32	1000000	2	0.832848
rank_2000	16	32	1000000	3	0.831651
rank_2000	16	32	1000000	4	0.831762
rank_2000	16	64	1000000	0	0.887252
rank_2000	16	64	1000000	1	0.88699
rank_2000	16	64	1000000	2	0.894675
rank_2000	16	64	1000000	3	0.886891
rank_2000	16	64	1000000	4	0.887043
rank_2000	16	128	1000000	0	0.951699
rank_2000	16	128	1000000	1	0.952593
rank_2000	16	128	1000000	2	0.957628
rank_2000	16	128	1000000	3	0.952075
rank_2000	16	128	1000000	4	0.950951
rank_2000	16	256	1000000	0	0.925558
rank_2000	16	256	1000000	1	0.924501
rank_2000	16	256	1000000	2	0.929743
rank_2000	16	256	1000000	3	0.927405
rank_2000	16	256	1000000	4	0.926134
rank_2000	16	512	1000000	0	0.95938
rank_2000	16	512	1000000	1	0.95691
rank_2000	16	512	1000000	2	0.960949
rank_2000	16	512	1000000	3	0.962802
rank_2000	16	512	1000000	4	0.958441
rank_2000	16	1024	1000000	0	0.988338
rank_2000	16	1024	1000000	1	0.987888
rank_2000	16	1024	1000000	2	0.988468
rank_2000	16	1024	1000000	3	0.992739
rank_2000	16	1024	1000000	4	0.988328
rank_2000	32	1	1000000	0	1.54761
rank_2000	32	1	1000000	1	1.5485
rank_2000	32	1	1000000	2	1.55125
rank_2000	32	1	1000000	3	1.55262
rank_2000	32	2	1000000	0	1.15357
rank_2000	32	2	1000000	1	1.15613
rank_2000	32	2	1000000	2	1.15703
rank_2000	32	2	1000000	3	1.15562
rank_2000	32	2	1000000	4	1.1583
rank_2000	32	4	1000000	0	1.00485
rank_2000	32	4	1000000	1	1.01365
rank_2000	32	4	1000000	2	0.996243
rank_2000	32	4	1000000	3	0.995264
rank_2000	32	4	1000000	4	0.994268
rank_2000	32	8	1000000	0	0.944406
rank_2000	32	8	1000000	1	0.975295
rank_2000	32	8	1000000	2	0.970051
rank_2000	32	8	1000000	3	0.970336
rank_2000	32	8	1000000	4	0.96818
rank_2000	32	16	1000000	0	1.09831
rank_2000	32	16	1000000	1	1.1007
rank_2000	32	16	1000000	2	1.09763
rank_2000	32	16	1000000	3	1.09677
rank_2000	32	16	1000000	4	1.09743
rank_2000	32	32	1000000	0	0.897746
rank_2000	32	32	1000000	1	0.882041
rank_2000	32	32	1000000	2	0.875031
rank_2000	32	32	1000000	3	0.874005
rank_2000	32	32	1000000	4	0.872756
rank_2000	32	64	1000000	0	0.914683
rank_2000	32	64	1000000	1	0.919104
rank_2000	32	64	1000000	2	0.921591
rank_2000	32	64	1000000	3	0.91447
rank_2000	32	64	1000000	4	0.914638
rank_2000	32	128	1000000	0	1.00091
rank_2000	32	128	1000000	1	1.00293
rank_2000	32	128	1000000	2	1.0027
rank_2000	32	128	1000000	3	1.00148
rank_2000	32	128	1000000	4	1.00105
rank_2000	32	256	1000000	0	1.0784
rank_2000	32	256	1000000	1	1.07037
rank_2000	32	256	1000000	2	1.07097
rank_2000	32	256	1000000	3	1.06954
rank_2000	32	256	1000000	4	1.07217
rank_2000	32	512	1000000	0	1.16941
rank_2000	32	512	1000000	1	1.17694
rank_2000	32	512	1000000	2	1.17118
rank_2000	32	512	1000000	3	1.17192
rank_2000	32	512	1000000	4	1.17145
rank_2000	32	1024	1000000	0	0.987681
rank_2000	32	1024	1000000	1	1.0129
rank_2000	32	1024	1000000	2	0.984948
rank_2000	32	1024	1000000	3	0.985278
rank_2000	32	1024	1000000	4	0.986467
rank_2000	64	1	1000000	0	7.42458
rank_2000	64	2	1000000	0	4.1535
rank_2000	64	2	1000000	1	4.16741
rank_2000	64	4	1000000	0	2.50986
rank_2000	64	4	1000000	1	2.50885
rank_2000	64	8	1000000	0	1.71629
rank_2000	64	8	1000000	1	1.71442
rank_2000	64	8	1000000	2	1.71845
rank_2000	64	16	1000000	0	1.40648
rank_2000	64	16	1000000	1	1.41291
rank_2000	64	16	1000000	2	1.42581
rank_2000	64	16	1000000	3	1.41504
rank_2000	64	32	1000000	0	1.41121
rank_2000	64	32	1000000	1	1.41046
rank_2000	64	32	1000000	2	1.41339
rank_2000	64	32	1000000	3	1.41131
rank_2000	64	64	1000000	0	1.14458
rank_2000	64	64	1000000	1	1.12747
rank_2000	64	64	1000000	2	1.12743
rank_2000	64	64	1000000	3	1.13022
rank_2000	64	64	1000000	4	1.12655
rank_2000	64	128	1000000	0	1.1065
rank_2000	64	128	1000000	1	1.11228
rank_2000	64	128	1000000	2	1.11116
rank_2000	64	128	1000000	3	1.10992
rank_2000	64	128	1000000	4	1.10867
rank_2000	64	256	1000000	0	1.09386
rank_2000	64	256	1000000	1	1.09322
rank_2000	64	256	1000000	2	1.09709
rank_2000	64	256	1000000	3	1.09723
rank_2000	64	256	1000000	4	1.09523
rank_2000	64	512	1000000	0	1.12912
rank_2000	64	512	1000000	1	1.12315
rank_2000	64	512	1000000	2	1.12467
rank_2000	64	512	1000000	3	1.12313
rank_2000	64	512	1000000	4	1.12293
rank_2000	64	1024	1000000	0	1.16443
rank_2000	64	1024	1000000	1	1.16792
rank_2000	64	1024	1000000	2	1.16158
rank_2000	64	1024	1000000	3	1.16129
rank_2000	64	1024	1000000	4	1.16526
rank_2000	128	1	1000000	0	4.30553
rank_2000	128	1	1000000	1	4.3039
rank_2000	128	2	1000000	0	2.55242
rank_2000	128	2	1000000	1	2.54495
rank_2000	128	4	1000000	0	1.73236
rank_2000	128	4	1000000	1	1.73223
rank_2000	128	4	1000000	2	1.73066
rank_2000	128	8	1000000	0	1.32169
rank_2000	128	8	1000000	1	1.32366
rank_2000	128	8	1000000	2	1.32168
rank_2000	128	8	1000000	3	1.32025
rank_2000	128	16	1000000	0	1.18369
rank_2000	128	16	1000000	1	1.18518
rank_2000	128	16	1000000	2	1.18416
rank_2000	128	16	1000000	3	1.18422
rank_2000	128	16	1000000	4	1.18326
rank_2000	128	32	1000000	0	1.22483
rank_2000	128	32	1000000	1	1.22555
rank_2000	128	32	1000000	2	1.2232
rank_2000	128	32	1000000	3	1.22282
rank_2000	128	32	1000000	4	1.22623
rank_2000	128	64	1000000	0	1.40424
rank_2000	128	64	1000000	1	1.41553
rank_2000	128	64	1000000	2	1.3999
rank_2000	128	64	1000000	3	1.39692
rank_2000	128	128	1000000	0	0.809741
