function,implementation,input_size,window_size,time
percentile99,OST,1740000,87000,0.5955565
percentile99,OST,1760000,88000,0.6011825
percentile99,OST,1780000,89000,0.622728
percentile99,OST,1800000,90000,0.6567525
percentile99,OST,1820000,91000,0.6442734999999999
percentile99,OST,1840000,92000,0.6601914999999999
percentile99,OST,1860000,93000,0.6697695
percentile99,OST,1880000,94000,0.6655095
percentile99,OST,1900000,95000,0.6819124999999999
percentile99,OST,1920000,96000,0.689404
percentile99,OST,1940000,97000,0.7091270000000001
percentile99,OST,1960000,98000,0.7230435
percentile99,OST,1980000,99000,0.729068
percentile99,OST,2000000,100000,0.7516510000000001
percentile99,DuckDB separate,1,1,0.00042921118438243866
percentile99,DuckDB separate,20000,1000,0.2172398827970028
percentile99,DuckDB separate,40000,2000,INTERNAL Error: INTERNAL Error: Cannot compute window aggregation: bounds are too large
percentile99,DuckDB window,1,1,0.0004303036257624626
percentile99,DuckDB window,20000,1000,0.015078197233378887
percentile99,DuckDB window,40000,2000,0.05158294551074505
percentile99,DuckDB window,60000,3000,0.11244383826851845
percentile99,DuckDB window,80000,4000,0.19053508155047894
percentile99,DuckDB window,100000,5000,0.28921748884022236
percentile99,DuckDB window,120000,6000,0.4188455678522587
percentile99,DuckDB window,140000,7000,0.5641140844672918
percentile99,DuckDB window,160000,8000,0.7239184062927961
percentile99,DuckDB window,180000,9000,0.915921114385128
percentile99,DuckDB window,200000,10000,1.1382499942556024
percentile99,DuckDB window,220000,11000,1.3646994950249791
percentile99,DuckDB window,240000,12000,1.6269102450460196
percentile99,DuckDB window,260000,13000,1.9096281733363867
percentile99,DuckDB window,280000,14000,2.217398840934038
percentile99,DuckDB window,300000,15000,2.542389099020511
percentile99,DuckDB window,320000,16000,2.8837167993187904
percentile99,DuckDB window,340000,17000,3.2593558691442013
percentile99,DuckDB window,360000,18000,3.6492103803902864
percentile99,DuckDB window,380000,19000,4.075106309726834
percentile99,DuckDB window,400000,20000,4.493533449247479
percentile99,DuckDB window,420000,21000,4.9602293986827135
percentile99,DuckDB window,440000,22000,5.469236173667014
percentile99,DuckDB window,460000,23000,5.973463544156402
percentile99,DuckDB window,480000,24000,6.496001438703388
percentile99,DuckDB window,500000,25000,6.997624188661575
percentile99,DuckDB window,520000,26000,7.58477704692632
percentile99,DuckDB window,540000,27000,8.154245307669044
percentile99,DuckDB window,560000,28000,8.799875808879733
percentile99,DuckDB window,580000,29000,9.462460345122963
percentile99,DuckDB window,600000,30000,10.100530751980841
percentile99,DuckDB window,620000,31000,10.86433120444417
percentile99,DuckDB window,640000,32000,11.438412779010832
percentile99,DuckDB window,660000,33000,12.349114197306335
percentile99,DuckDB window,680000,34000,13.050263682380319
percentile99,DuckDB window,700000,35000,13.881511753425002
percentile99,DuckDB window,720000,36000,14.762876560911536
percentile99,DuckDB window,2000000,XXX,not measured. Just here to pad the plot
percentile99,Hyper naive,1,1,0.0020848019048571587
percentile99,Hyper naive,20000,1000,0.25356216076761484
percentile99,Hyper naive,40000,2000,0.4940892644226551
percentile99,Hyper naive,60000,3000,0.7501568626612425
percentile99,Hyper naive,80000,4000,0.9870724231004715
percentile99,Hyper naive,100000,5000,1.2306618532165885
percentile99,Hyper naive,120000,6000,1.4754237197339535
percentile99,Hyper naive,140000,7000,1.7224820693954825
percentile99,Hyper naive,160000,8000,1.9775857641361654
percentile99,Hyper naive,180000,9000,2.210394429974258
percentile99,Hyper naive,200000,10000,1.3809805447235703
percentile99,Hyper naive,220000,11000,1.4999026292935014
percentile99,Hyper naive,240000,12000,1.6299439454451203
percentile99,Hyper naive,260000,13000,1.7894464987330139
percentile99,Hyper naive,280000,14000,1.9178999895229936
percentile99,Hyper naive,300000,15000,2.1041284408420324
percentile99,Hyper naive,320000,16000,16.54264000337571
percentile99,Hyper naive,2000000,XXX,not measured. Just here to pad the plot
percentile99,Hyper incremental,1,1,0.0022737430408596992
percentile99,Hyper incremental,20000,1000,0.03150494676083326
percentile99,Hyper incremental,40000,2000,0.06926402449607849
percentile99,Hyper incremental,60000,3000,0.11542029213160276
percentile99,Hyper incremental,80000,4000,0.17838633246719837
percentile99,Hyper incremental,100000,5000,0.23824280686676502
percentile99,Hyper incremental,120000,6000,0.3184634279459715
percentile99,Hyper incremental,140000,7000,0.4088716385886073
percentile99,Hyper incremental,160000,8000,0.5109080579131842
percentile99,Hyper incremental,180000,9000,0.6140915546566248
percentile99,Hyper incremental,200000,10000,0.3677575569599867
percentile99,Hyper incremental,220000,11000,0.41548836790025234
percentile99,Hyper incremental,240000,12000,0.49550210405141115
percentile99,Hyper incremental,260000,13000,0.5581894963979721
percentile99,Hyper incremental,280000,14000,0.6326679224148393
percentile99,Hyper incremental,300000,15000,0.7151793409138918
percentile99,Hyper incremental,320000,16000,0.8054951932281256
percentile99,Hyper incremental,340000,17000,0.9218147220090032
percentile99,Hyper incremental,360000,18000,0.9647599244490266
percentile99,Hyper incremental,380000,19000,1.0581870530731976
percentile99,Hyper incremental,400000,20000,1.1604433013126254
percentile99,Hyper incremental,420000,21000,1.1482840236276388
percentile99,Hyper incremental,440000,22000,1.2351944195106626
percentile99,Hyper incremental,460000,23000,1.1483994163572788
percentile99,Hyper incremental,480000,24000,1.1589780915528536
percentile99,Hyper incremental,500000,25000,1.164763250388205
percentile99,Hyper incremental,520000,26000,1.1556917717680335
percentile99,Hyper incremental,540000,27000,1.2654468836262822
percentile99,Hyper incremental,560000,28000,1.361689118668437
percentile99,Hyper incremental,580000,29000,1.5936794206500053
percentile99,Hyper incremental,600000,30000,1.7733077993616462
percentile99,Hyper incremental,620000,31000,1.8440950838848948
percentile99,Hyper incremental,640000,32000,2.022106731310487
percentile99,Hyper incremental,660000,33000,2.166637864895165
percentile99,Hyper incremental,680000,34000,2.398080558516085
percentile99,Hyper incremental,700000,35000,2.5954420063644648
percentile99,Hyper incremental,720000,36000,2.713987961411476
percentile99,Hyper incremental,740000,37000,5.891353101469576
percentile99,Hyper incremental,2000000,XXX,not measured. Just here to pad the plot
percentile99,Hyper tree,1,1,0.002516058273613453
percentile99,Hyper tree,20000,1000,0.04552208539098501
percentile99,Hyper tree,40000,2000,0.03038026485592127
percentile99,Hyper tree,60000,3000,0.035090724006295204
percentile99,Hyper tree,80000,4000,0.03330559283494949
percentile99,Hyper tree,100000,5000,0.03735852520912886
percentile99,Hyper tree,120000,6000,0.04375447332859039
percentile99,Hyper tree,140000,7000,0.03630044311285019
percentile99,Hyper tree,160000,8000,0.05418851412832737
percentile99,Hyper tree,180000,9000,0.049895447678864
percentile99,Hyper tree,200000,10000,0.043958080001175404
percentile99,Hyper tree,220000,11000,0.05575677379965782
percentile99,Hyper tree,240000,12000,0.052393581718206406
percentile99,Hyper tree,260000,13000,0.05577641539275646
percentile99,Hyper tree,280000,14000,0.061307952739298344
percentile99,Hyper tree,300000,15000,0.05525098089128733
percentile99,Hyper tree,320000,16000,0.06080583669245243
percentile99,Hyper tree,340000,17000,0.06388715002685785
percentile99,Hyper tree,360000,18000,0.06784895807504654
percentile99,Hyper tree,380000,19000,0.06515421532094479
percentile99,Hyper tree,400000,20000,0.06356710474938154
percentile99,Hyper tree,420000,21000,0.07036700379103422
percentile99,Hyper tree,440000,22000,0.06793755479156971
percentile99,Hyper tree,460000,23000,0.07550964038819075
percentile99,Hyper tree,480000,24000,0.07359827868640423
percentile99,Hyper tree,500000,25000,0.07162181567400694
percentile99,Hyper tree,520000,26000,0.07991310209035873
percentile99,Hyper tree,540000,27000,0.07729861978441477
percentile99,Hyper tree,560000,28000,0.08025466091930866
percentile99,Hyper tree,580000,29000,0.08308077324181795
percentile99,Hyper tree,600000,30000,0.07788507360965014
percentile99,Hyper tree,620000,31000,0.08494976628571749
percentile99,Hyper tree,640000,32000,0.08411040250211954
percentile99,Hyper tree,660000,33000,0.09105256292968988
percentile99,Hyper tree,680000,34000,0.0855011148378253
percentile99,Hyper tree,700000,35000,0.0867638448253274
percentile99,Hyper tree,720000,36000,0.09439841657876968
percentile99,Hyper tree,740000,37000,0.09056651312857866
percentile99,Hyper tree,760000,38000,0.09841897338628769
percentile99,Hyper tree,780000,39000,0.09833766054362059
percentile99,Hyper tree,800000,40000,0.09361584205180407
percentile99,Hyper tree,820000,41000,0.11324987467378378
percentile99,Hyper tree,840000,42000,0.10644800402224064
percentile99,Hyper tree,860000,43000,0.11536328122019768
percentile99,Hyper tree,880000,44000,0.11744227446615696
percentile99,Hyper tree,900000,45000,0.11342605575919151
percentile99,Hyper tree,920000,46000,0.12400918453931808
percentile99,Hyper tree,940000,47000,0.12171850353479385
percentile99,Hyper tree,960000,48000,0.11924794130027294
percentile99,Hyper tree,980000,49000,0.1271653613075614
percentile99,Hyper tree,1000000,50000,0.12447108794003725
percentile99,Hyper tree,1020000,51000,0.13254263997077942
percentile99,Hyper tree,1040000,52000,0.1337137408554554
percentile99,Hyper tree,1060000,53000,0.1141917584463954
percentile99,Hyper tree,1080000,54000,0.12389679346233606
percentile99,Hyper tree,1100000,55000,0.11832436919212341
percentile99,Hyper tree,1120000,56000,0.13232615496963263
percentile99,Hyper tree,1140000,57000,0.12838231679052114
percentile99,Hyper tree,1160000,58000,0.12578307557851076
percentile99,Hyper tree,1180000,59000,0.13659598026424646
percentile99,Hyper tree,1200000,60000,0.13463298697024584
percentile99,Hyper tree,1220000,61000,0.14636169373989105
percentile99,Hyper tree,1240000,62000,0.14021091721951962
percentile99,Hyper tree,1260000,63000,0.13753715623170137
percentile99,Hyper tree,1280000,64000,0.14479418750852346
percentile99,Hyper tree,1300000,65000,0.14329115580767393
percentile99,Hyper tree,1320000,66000,0.15818845480680466
percentile99,Hyper tree,1340000,67000,0.15031926706433296
percentile99,Hyper tree,1360000,68000,0.1438614884391427
percentile99,Hyper tree,1380000,69000,0.1561069991439581
percentile99,Hyper tree,1400000,70000,0.15426619723439217
percentile99,Hyper tree,1420000,71000,0.16179379262030125
percentile99,Hyper tree,1440000,72000,0.16371180396527052
percentile99,Hyper tree,1460000,73000,0.1573768174275756
percentile99,Hyper tree,1480000,74000,0.17155928630381823
percentile99,Hyper tree,1500000,75000,0.16420871671289206
percentile99,Hyper tree,1520000,76000,0.17147940956056118
percentile99,Hyper tree,1540000,77000,0.1659127864986658
percentile99,Hyper tree,1560000,78000,0.16683086659759283
percentile99,Hyper tree,1580000,79000,0.17803983204066753
percentile99,Hyper tree,1600000,80000,0.17196974344551563
percentile99,Hyper tree,1620000,81000,0.19562397245317698
percentile99,Hyper tree,1640000,82000,0.1864528665319085
percentile99,Hyper tree,1660000,83000,0.17843805998563766
percentile99,Hyper tree,1680000,84000,0.19889465812593699
percentile99,Hyper tree,1700000,85000,0.19560071732848883
percentile99,Hyper tree,1720000,86000,0.20671979803591967
percentile99,Hyper tree,1740000,87000,0.1952017406001687
percentile99,Hyper tree,1760000,88000,0.19122446700930595
percentile99,Hyper tree,1780000,89000,0.20631324127316475
percentile99,Hyper tree,1800000,90000,0.20131499506533146
percentile99,Hyper tree,1820000,91000,0.21764908358454704
percentile99,Hyper tree,1840000,92000,0.21252910420298576
percentile99,Hyper tree,1860000,93000,0.20749636180698872
percentile99,Hyper tree,1880000,94000,0.22232351079583168
percentile99,Hyper tree,1900000,95000,0.21500779408961535
percentile99,Hyper tree,1920000,96000,0.21090862061828375
percentile99,Hyper tree,1940000,97000,0.22408989258110523
percentile99,Hyper tree,1960000,98000,0.21638268046081066
percentile99,Hyper tree,1980000,99000,0.23141790740191936
percentile99,Hyper tree,2000000,100000,0.2209270615130663
percentile50,OST,1,1,3.485e-07
percentile50,OST,20000,1000,0.009112910000000002
percentile50,OST,40000,2000,0.011566899999999998
percentile50,OST,60000,3000,0.0108182
percentile50,OST,80000,4000,0.015405249999999999
percentile50,OST,100000,5000,0.01315425
percentile50,OST,120000,6000,0.01792655
percentile50,OST,140000,7000,0.020293900000000004
percentile50,OST,160000,8000,0.0234085
percentile50,OST,180000,9000,0.018453499999999998
percentile50,OST,200000,10000,0.021995
percentile50,OST,220000,11000,0.02428375
percentile50,OST,240000,12000,0.026644
percentile50,OST,260000,13000,0.0291463
percentile50,OST,280000,14000,0.0320789
percentile50,OST,300000,15000,0.03385175
percentile50,OST,320000,16000,0.0362006
percentile50,OST,340000,17000,0.0293644
percentile50,OST,360000,18000,0.032955200000000004
percentile50,OST,380000,19000,0.0338827
percentile50,OST,400000,20000,0.03688495
percentile50,OST,420000,21000,0.03904415
percentile50,OST,440000,22000,0.040853749999999994
percentile50,OST,460000,23000,0.04471005
percentile50,OST,480000,24000,0.04716415
percentile50,OST,500000,25000,0.04981995
percentile50,OST,520000,26000,0.0513338
percentile50,OST,540000,27000,0.0566379
percentile50,OST,560000,28000,0.06013695
percentile50,OST,580000,29000,0.0625985
percentile50,OST,600000,30000,0.0643799
percentile50,OST,620000,31000,0.06753925
percentile50,OST,640000,32000,0.07430780000000001
percentile50,OST,660000,33000,0.0955968
percentile50,OST,680000,34000,0.10058149999999999
percentile50,OST,700000,35000,0.105189
percentile50,OST,720000,36000,0.112245
percentile50,OST,740000,37000,0.116207
percentile50,OST,760000,38000,0.12052099999999999
percentile50,OST,780000,39000,0.1254385
percentile50,OST,800000,40000,0.13194450000000002
percentile50,OST,820000,41000,0.13235750000000002
