function,implementation,input_size,window_size,time
percentile50,OST,840000,42000,0.1406615
percentile50,OST,860000,43000,0.14373
percentile50,OST,880000,44000,0.154141
percentile50,OST,900000,45000,0.156417
percentile50,OST,920000,46000,0.162498
percentile50,OST,940000,47000,0.1666315
percentile50,OST,960000,48000,0.17134749999999999
percentile50,OST,980000,49000,0.182467
percentile50,OST,1000000,50000,0.18604350000000003
percentile50,OST,1020000,51000,0.19293849999999999
percentile50,OST,1040000,52000,0.20009549999999998
percentile50,OST,1060000,53000,0.1990805
percentile50,OST,1080000,54000,0.20560699999999998
percentile50,OST,1100000,55000,0.221946
percentile50,OST,1120000,56000,0.2183985
percentile50,OST,1140000,57000,0.2240855
percentile50,OST,1160000,58000,0.23239300000000002
percentile50,OST,1180000,59000,0.2406545
percentile50,OST,1200000,60000,0.2455395
percentile50,OST,1220000,61000,0.247892
percentile50,OST,1240000,62000,0.2616805
percentile50,OST,1260000,63000,0.2798755
percentile50,OST,1280000,64000,0.2652245
percentile50,OST,1300000,65000,0.3962795
percentile50,OST,1320000,66000,0.3968815
percentile50,OST,1340000,67000,0.41340849999999996
percentile50,OST,1360000,68000,0.41884899999999997
percentile50,OST,1380000,69000,0.419223
percentile50,OST,1400000,70000,0.43817649999999997
percentile50,OST,1420000,71000,0.44408000000000003
percentile50,OST,1440000,72000,0.4502955
percentile50,OST,1460000,73000,0.455612
percentile50,OST,1480000,74000,0.47379000000000004
percentile50,OST,1500000,75000,0.4933115
percentile50,OST,1520000,76000,0.4802995
percentile50,OST,1540000,77000,0.5017544999999999
percentile50,OST,1560000,78000,0.5073125
percentile50,OST,1580000,79000,0.5251395000000001
percentile50,OST,1600000,80000,0.5265575
percentile50,OST,1620000,81000,0.5392045000000001
percentile50,OST,1640000,82000,0.5471695
percentile50,OST,1660000,83000,0.5757485
percentile50,OST,1680000,84000,0.565982
percentile50,OST,1700000,85000,0.5666615
percentile50,OST,1720000,86000,0.583368
percentile50,OST,1740000,87000,0.6018105
percentile50,OST,1760000,88000,0.6115895
percentile50,OST,1780000,89000,0.6309165
percentile50,OST,1800000,90000,0.6370275
percentile50,OST,1820000,91000,0.6518415
percentile50,OST,1840000,92000,0.654939
percentile50,OST,1860000,93000,0.6760265000000001
percentile50,OST,1880000,94000,0.6622625
percentile50,OST,1900000,95000,0.680233
percentile50,OST,1920000,96000,0.6964715
percentile50,OST,1940000,97000,0.712701
percentile50,OST,1960000,98000,0.7170165
percentile50,OST,1980000,99000,0.7300735
percentile50,OST,2000000,100000,0.734961
percentile50,DuckDB separate,1,1,0.0004329383373260498
percentile50,DuckDB separate,20000,1000,0.26162774581462145
percentile50,DuckDB separate,40000,2000,INTERNAL Error: INTERNAL Error: Cannot compute window aggregation: bounds are too large
percentile50,DuckDB window,1,1,0.0003983955830335617
percentile50,DuckDB window,20000,1000,0.04145757760852575
percentile50,DuckDB window,40000,2000,0.14998238533735275
percentile50,DuckDB window,60000,3000,0.3296535396948457
percentile50,DuckDB window,80000,4000,0.580205088481307
percentile50,DuckDB window,100000,5000,0.8951742080971599
percentile50,DuckDB window,120000,6000,1.2877865862101316
percentile50,DuckDB window,140000,7000,1.757303181104362
percentile50,DuckDB window,160000,8000,2.3070283494889736
percentile50,DuckDB window,180000,9000,2.893615558743477
percentile50,DuckDB window,200000,10000,3.623973611742258
percentile50,DuckDB window,220000,11000,4.316594894044101
percentile50,DuckDB window,240000,12000,5.288613501004875
percentile50,DuckDB window,2000000,XXX,not measured. Just here to pad the plot
percentile50,Hyper naive,1,1,0.0021716514602303505
percentile50,Hyper naive,20000,1000,0.2986507508903742
percentile50,Hyper naive,40000,2000,0.591991133056581
percentile50,Hyper naive,60000,3000,0.8750500734895468
percentile50,Hyper naive,80000,4000,1.1772634098306298
percentile50,Hyper naive,100000,5000,1.458038848824799
percentile50,Hyper naive,120000,6000,1.7493045232258737
percentile50,Hyper naive,140000,7000,2.063951862975955
percentile50,Hyper naive,160000,8000,2.341720045544207
percentile50,Hyper naive,180000,9000,2.634283320978284
percentile50,Hyper naive,200000,10000,1.5722204986959696
percentile50,Hyper naive,220000,11000,1.7277696123346686
percentile50,Hyper naive,240000,12000,1.8931571138091385
percentile50,Hyper naive,260000,13000,2.0456906370818615
percentile50,Hyper naive,280000,14000,2.2371752113103867
percentile50,Hyper naive,300000,15000,2.51031934004277
percentile50,Hyper naive,320000,16000,2.6984660467132926
percentile50,Hyper naive,340000,17000,2.850833212491125
percentile50,Hyper naive,360000,18000,3.043674281798303
percentile50,Hyper naive,380000,19000,3.210978473071009
percentile50,Hyper naive,400000,20000,18.312204689718783
percentile50,Hyper naive,2000000,XXX,not measured. Just here to pad the plot
percentile50,Hyper incremental,1,1,0.002302187494933605
percentile50,Hyper incremental,20000,1000,0.13598666712641716
percentile50,Hyper incremental,40000,2000,0.22868691943585873
percentile50,Hyper incremental,60000,3000,0.3226009653881192
percentile50,Hyper incremental,80000,4000,0.4300151336938143
percentile50,Hyper incremental,100000,5000,0.5223983060568571
percentile50,Hyper incremental,120000,6000,0.6278401417657733
percentile50,Hyper incremental,140000,7000,0.7386344633996487
percentile50,Hyper incremental,160000,8000,0.8318456476554275
percentile50,Hyper incremental,180000,9000,0.9375847382470965
percentile50,Hyper incremental,200000,10000,0.42261296790093184
percentile50,Hyper incremental,220000,11000,0.4606148907914758
percentile50,Hyper incremental,240000,12000,0.5222426019608974
percentile50,Hyper incremental,260000,13000,0.5580268921330571
percentile50,Hyper incremental,280000,14000,0.624030938372016
percentile50,Hyper incremental,300000,15000,0.6783689027652144
percentile50,Hyper incremental,320000,16000,0.7541092722676694
percentile50,Hyper incremental,340000,17000,0.8023483073338866
percentile50,Hyper incremental,360000,18000,0.8678199141286314
percentile50,Hyper incremental,380000,19000,0.9264443470165133
percentile50,Hyper incremental,400000,20000,1.1851548422127962
percentile50,Hyper incremental,420000,21000,1.1228315467014909
percentile50,Hyper incremental,440000,22000,1.2366562387906015
percentile50,Hyper incremental,460000,23000,1.3805725765414536
percentile50,Hyper incremental,480000,24000,1.336788896471262
percentile50,Hyper incremental,500000,25000,1.4171329475939274
percentile50,Hyper incremental,520000,26000,1.6497969282791018
percentile50,Hyper incremental,540000,27000,1.6125138001516461
percentile50,Hyper incremental,560000,28000,1.9461541287600994
percentile50,Hyper incremental,580000,29000,2.1677388679236174
percentile50,Hyper incremental,600000,30000,2.310620204079896
percentile50,Hyper incremental,620000,31000,2.4411266278475523
percentile50,Hyper incremental,640000,32000,18.47780955489725
percentile50,Hyper incremental,2000000,XXX,not measured. Just here to pad the plot
percentile50,Hyper tree,1,1,0.002489786595106125
percentile50,Hyper tree,20000,1000,0.034624467603862286
percentile50,Hyper tree,40000,2000,0.029610922560095787
percentile50,Hyper tree,60000,3000,0.033306485041975975
percentile50,Hyper tree,80000,4000,0.03269173204898834
percentile50,Hyper tree,100000,5000,0.03633331134915352
percentile50,Hyper tree,120000,6000,0.03764612879604101
percentile50,Hyper tree,140000,7000,0.04146653600037098
percentile50,Hyper tree,160000,8000,0.03946670610457659
percentile50,Hyper tree,180000,9000,0.047212282195687294
percentile50,Hyper tree,200000,10000,0.046774450689554214
percentile50,Hyper tree,220000,11000,0.04932927247136831
percentile50,Hyper tree,240000,12000,0.05284964386373758
percentile50,Hyper tree,260000,13000,0.05387638695538044
percentile50,Hyper tree,280000,14000,0.05243842210620642
percentile50,Hyper tree,300000,15000,0.05574480909854174
percentile50,Hyper tree,320000,16000,0.05988329369574785
percentile50,Hyper tree,340000,17000,0.0560971749946475
percentile50,Hyper tree,360000,18000,0.05892777070403099
percentile50,Hyper tree,380000,19000,0.06324615236371756
percentile50,Hyper tree,400000,20000,0.05953898001462221
percentile50,Hyper tree,420000,21000,0.06330030877143145
percentile50,Hyper tree,440000,22000,0.06720393430441618
percentile50,Hyper tree,460000,23000,0.06833314802497625
percentile50,Hyper tree,480000,24000,0.06542613916099072
percentile50,Hyper tree,500000,25000,0.07079869136214256
percentile50,Hyper tree,520000,26000,0.07367882318794727
percentile50,Hyper tree,540000,27000,0.06904833763837814
percentile50,Hyper tree,560000,28000,0.07220734097063541
percentile50,Hyper tree,580000,29000,0.0760875940322876
percentile50,Hyper tree,600000,30000,0.07335151731967926
percentile50,Hyper tree,620000,31000,0.07522281352430582
percentile50,Hyper tree,640000,32000,0.07988659292459488
percentile50,Hyper tree,660000,33000,0.0789511390030384
percentile50,Hyper tree,680000,34000,0.07907935231924057
percentile50,Hyper tree,700000,35000,0.08390600048005581
percentile50,Hyper tree,720000,36000,0.08437662199139595
percentile50,Hyper tree,740000,37000,0.08205038961023092
percentile50,Hyper tree,760000,38000,0.08805572241544724
percentile50,Hyper tree,780000,39000,0.09144770167768002
percentile50,Hyper tree,800000,40000,0.08999283518642187
percentile50,Hyper tree,820000,41000,0.10229965951293707
percentile50,Hyper tree,840000,42000,0.10745146311819553
percentile50,Hyper tree,860000,43000,0.1010945625603199
percentile50,Hyper tree,880000,44000,0.10439539421349764
percentile50,Hyper tree,900000,45000,0.11222078185528517
percentile50,Hyper tree,920000,46000,0.1070621870458126
percentile50,Hyper tree,940000,47000,0.11247436236590147
percentile50,Hyper tree,960000,48000,0.11700570024549961
percentile50,Hyper tree,980000,49000,0.12226562947034836
percentile50,Hyper tree,1000000,50000,0.11717140953987837
percentile50,Hyper tree,1020000,51000,0.12337665352970362
percentile50,Hyper tree,1040000,52000,0.12759428657591343
percentile50,Hyper tree,1060000,53000,0.1263761157169938
percentile50,Hyper tree,1080000,54000,0.13111008144915104
percentile50,Hyper tree,1100000,55000,0.13743006717413664
percentile50,Hyper tree,1120000,56000,0.12878411915153265
percentile50,Hyper tree,1140000,57000,0.1366699244827032
percentile50,Hyper tree,1160000,58000,0.14142916724085808
percentile50,Hyper tree,1180000,59000,0.142323506064713
percentile50,Hyper tree,1200000,60000,0.13674640655517578
percentile50,Hyper tree,1220000,61000,0.1440083496272564
percentile50,Hyper tree,1240000,62000,0.14987296052277088
percentile50,Hyper tree,1260000,63000,0.1404406651854515
percentile50,Hyper tree,1280000,64000,0.14801974315196276
percentile50,Hyper tree,1300000,65000,0.15378903038799763
percentile50,Hyper tree,1320000,66000,0.14640963170677423
percentile50,Hyper tree,1340000,67000,0.15099990833550692
percentile50,Hyper tree,1360000,68000,0.1571528296917677
percentile50,Hyper tree,1380000,69000,0.1548249665647745
percentile50,Hyper tree,1400000,70000,0.15511799044907093
percentile50,Hyper tree,1420000,71000,0.1641174890100956
percentile50,Hyper tree,1440000,72000,0.16437042970210314
percentile50,Hyper tree,1460000,73000,0.16097036749124527
percentile50,Hyper tree,1480000,74000,0.16871467605233192
percentile50,Hyper tree,1500000,75000,0.1741389473900199
percentile50,Hyper tree,1520000,76000,0.16209524776786566
percentile50,Hyper tree,1540000,77000,0.16860717628151178
percentile50,Hyper tree,1560000,78000,0.17488135769963264
percentile50,Hyper tree,1580000,79000,0.16618027351796627
percentile50,Hyper tree,1600000,80000,0.17253105156123638
percentile50,Hyper tree,1620000,81000,0.19074292853474617
percentile50,Hyper tree,1640000,82000,0.18844980373978615
percentile50,Hyper tree,1660000,83000,0.18787507340312004
percentile50,Hyper tree,1680000,84000,0.19568038638681173
percentile50,Hyper tree,1700000,85000,0.20092160161584616
percentile50,Hyper tree,1720000,86000,0.19219068624079227
percentile50,Hyper tree,1740000,87000,0.19750243611633778
percentile50,Hyper tree,1760000,88000,0.20880896877497435
percentile50,Hyper tree,1780000,89000,0.19369965977966785
percentile50,Hyper tree,1800000,90000,0.2031635930761695
percentile50,Hyper tree,1820000,91000,0.21701102051883936
percentile50,Hyper tree,1840000,92000,0.20504481811076403
percentile50,Hyper tree,1860000,93000,0.21002037078142166
percentile50,Hyper tree,1880000,94000,0.21691101882606745
percentile50,Hyper tree,1900000,95000,0.21668403409421444
percentile50,Hyper tree,1920000,96000,0.20791456941515207
percentile50,Hyper tree,1940000,97000,0.22282989602535963
percentile50,Hyper tree,1960000,98000,0.22397190891206264
percentile50,Hyper tree,1980000,99000,0.21202003583312035
percentile50,Hyper tree,2000000,100000,0.22186660021543503
rank,Hyper naive,1,1,0.0021151574328541756
rank,Hyper naive,20000,1000,0.08322522230446339
rank,Hyper naive,40000,2000,0.1678050309419632
rank,Hyper naive,60000,3000,0.2524536121636629
rank,Hyper naive,80000,4000,0.33452229108661413
rank,Hyper naive,100000,5000,0.41660962626338005
rank,Hyper naive,120000,6000,0.49490620102733374
rank,Hyper naive,140000,7000,0.6006806213408709
rank,Hyper naive,160000,8000,0.6743546463549137
rank,Hyper naive,180000,9000,0.7532114339992404
rank,Hyper naive,200000,10000,0.8489185394719243
rank,Hyper naive,220000,11000,0.9309973223134875
rank,Hyper naive,240000,12000,1.057577209547162
rank,Hyper naive,260000,13000,1.1056460589170456
rank,Hyper naive,280000,14000,1.2178018726408482
rank,Hyper naive,300000,15000,1.308451245073229
rank,Hyper naive,320000,16000,1.4009111914783716
rank,Hyper naive,340000,17000,1.5146731045097113
rank,Hyper naive,360000,18000,1.6239688144996762
rank,Hyper naive,380000,19000,1.804260856937617
rank,Hyper naive,400000,20000,1.951992953196168
rank,Hyper naive,420000,21000,2.3408269360661507
rank,Hyper naive,440000,22000,2.7297073928639293
rank,Hyper naive,460000,23000,2.8918226244859397
rank,Hyper naive,480000,24000,2.994068185798824
rank,Hyper naive,500000,25000,3.1395297995768487
rank,Hyper naive,520000,26000,3.2658858532086015
rank,Hyper naive,540000,27000,3.4973724018782377
rank,Hyper naive,560000,28000,3.5659233210608363
rank,Hyper naive,580000,29000,3.8243974382057786
rank,Hyper naive,600000,30000,4.039500104263425
rank,Hyper naive,620000,31000,4.266947014257312
rank,Hyper naive,640000,32000,4.571069222874939
rank,Hyper naive,660000,33000,4.802728704176843
rank,Hyper naive,680000,34000,5.01161752268672
rank,Hyper naive,700000,35000,5.171392158605158
rank,Hyper naive,720000,36000,5.471776716411114
rank,Hyper naive,740000,37000,5.736943870782852
rank,Hyper naive,760000,38000,5.964201693423092
rank,Hyper naive,780000,39000,6.215783096384257
rank,Hyper naive,800000,40000,6.480920298025012
rank,Hyper naive,820000,41000,7.3853416056372225
rank,Hyper naive,840000,42000,5.45470707770437
rank,Hyper naive,860000,43000,10.154869940131903
rank,Hyper naive,880000,44000,10.500748444348574
rank,Hyper naive,900000,45000,10.774389457888901
rank,Hyper naive,920000,46000,11.041725889779627
rank,Hyper naive,940000,47000,11.279696025885642
rank,Hyper naive,960000,48000,11.586125047877431
rank,Hyper naive,980000,49000,11.811281058937311
rank,Hyper naive,1000000,50000,12.081172599457204
rank,Hyper naive,1020000,51000,12.315502349287271
rank,Hyper naive,1040000,52000,12.593553519807756
rank,Hyper naive,1060000,53000,12.899824150837958
rank,Hyper naive,1080000,54000,13.49424852617085
rank,Hyper naive,1100000,55000,13.50047794636339
rank,Hyper naive,1120000,56000,13.700692621059716
rank,Hyper naive,1140000,57000,14.14122240524739
rank,Hyper naive,1160000,58000,14.359021320939064
rank,Hyper naive,1180000,59000,14.659376876428723
rank,Hyper naive,1200000,60000,15.15549637004733
rank,Hyper naive,1220000,61000,15.596376569010317
rank,Hyper naive,1240000,62000,16.76162146497518
rank,Hyper naive,1260000,63000,17.924977388232946
rank,Hyper naive,1280000,64000,18.322883632034063
rank,Hyper naive,1300000,65000,18.49816037528217
rank,Hyper naive,1320000,66000,18.838934084400535
rank,Hyper naive,1340000,67000,19.259068080224097
rank,Hyper naive,1360000,68000,19.503383580595255
rank,Hyper naive,1380000,69000,20.054362365044653
rank,Hyper naive,1400000,70000,20.335244122892618
rank,Hyper naive,1420000,71000,20.764953318983316
rank,Hyper naive,1440000,72000,21.361207148991525
rank,Hyper naive,1460000,73000,22.023985941894352
rank,Hyper naive,1480000,74000,22.63176210783422
rank,Hyper naive,1500000,75000,22.98908002860844
rank,Hyper naive,1520000,76000,23.538400643505156
rank,Hyper naive,1540000,77000,24.103726320900023
rank,Hyper naive,1560000,78000,24.608787731267512
rank,Hyper naive,1580000,79000,25.047286774031818
rank,Hyper naive,1600000,80000,25.613248298875988
rank,Hyper naive,1620000,81000,25.92383515369147
rank,Hyper naive,1640000,82000,26.47125678230077
rank,Hyper naive,1660000,83000,26.76900566648692
rank,Hyper naive,1680000,84000,27.107577729038894
rank,Hyper naive,1700000,85000,27.41723374836147
rank,Hyper naive,1720000,86000,28.671537940390408
rank,Hyper naive,1740000,87000,28.145997550338507
rank,Hyper naive,1760000,88000,28.569219352677464
rank,Hyper naive,1780000,89000,28.864298513159156
rank,Hyper naive,1800000,90000,29.34312133770436
rank,Hyper naive,1820000,91000,29.912591899745166
rank,Hyper naive,1840000,92000,30.594080325216055
rank,Hyper naive,1860000,93000,30.99721317179501
rank,Hyper naive,1880000,94000,31.416028772480786
rank,Hyper naive,1900000,95000,31.752779096364975
rank,Hyper naive,1920000,96000,32.64100997429341
rank,Hyper naive,1940000,97000,32.95917641464621
rank,Hyper naive,1960000,98000,33.329596552066505
rank,Hyper naive,1980000,99000,33.67133026942611
rank,Hyper naive,2000000,100000,34.07920673210174
rank,Hyper naive,2000000,XXX,not measured. Just here to pad the plot
rank,Hyper tree,1,1,0.0028314609080553055
rank,Hyper tree,20000,1000,0.02006221655756235
rank,Hyper tree,40000,2000,0.025737717747688293
rank,Hyper tree,60000,3000,0.028913648799061775
rank,Hyper tree,80000,4000,0.03264900762587786
rank,Hyper tree,100000,5000,0.03867309167981148
rank,Hyper tree,120000,6000,0.04163038171827793
rank,Hyper tree,140000,7000,0.04348435625433922
rank,Hyper tree,160000,8000,0.045927390456199646
rank,Hyper tree,180000,9000,0.04845685977488756
rank,Hyper tree,200000,10000,0.048800661228597164
rank,Hyper tree,220000,11000,0.05170969478785992
rank,Hyper tree,240000,12000,0.05283031985163689
rank,Hyper tree,260000,13000,0.05418182536959648
rank,Hyper tree,280000,14000,0.0567209180444479
rank,Hyper tree,300000,15000,0.05813236441463232
rank,Hyper tree,320000,16000,0.06105352658778429
rank,Hyper tree,340000,17000,0.06233147159218788
rank,Hyper tree,360000,18000,0.06303854566067457
rank,Hyper tree,380000,19000,0.06615915428847075
rank,Hyper tree,400000,20000,0.06883477605879307
rank,Hyper tree,420000,21000,0.07117470540106297
rank,Hyper tree,440000,22000,0.07274147681891918
rank,Hyper tree,460000,23000,0.07499217800796032
rank,Hyper tree,480000,24000,0.0769018018618226
rank,Hyper tree,500000,25000,0.07768554333597422
rank,Hyper tree,520000,26000,0.08076132275164127
rank,Hyper tree,540000,27000,0.08256007917225361
rank,Hyper tree,560000,28000,0.08390994090586901
rank,Hyper tree,580000,29000,0.08552899491041899
rank,Hyper tree,600000,30000,0.08661272749304771
rank,Hyper tree,620000,31000,0.08914728183299303
rank,Hyper tree,640000,32000,0.0920063043013215
rank,Hyper tree,660000,33000,0.09520414751023054
rank,Hyper tree,680000,34000,0.09719186834990978
rank,Hyper tree,700000,35000,0.09728224016726017
rank,Hyper tree,720000,36000,0.0992172947153449
rank,Hyper tree,740000,37000,0.1024196706712246
rank,Hyper tree,760000,38000,0.10409845691174269
rank,Hyper tree,780000,39000,0.10562656261026859
rank,Hyper tree,800000,40000,0.10662336461246014
rank,Hyper tree,820000,41000,0.11655504256486893
rank,Hyper tree,840000,42000,0.11929972004145384
rank,Hyper tree,860000,43000,0.12985369842499495
rank,Hyper tree,880000,44000,0.1326585290953517
rank,Hyper tree,900000,45000,0.13665854651480913
rank,Hyper tree,920000,46000,0.13886822201311588
rank,Hyper tree,940000,47000,0.14215607848018408
rank,Hyper tree,960000,48000,0.14718522690236568
rank,Hyper tree,980000,49000,0.148135244846344
rank,Hyper tree,1000000,50000,0.1481165811419487
rank,Hyper tree,1020000,51000,0.15268224757164717
rank,Hyper tree,1040000,52000,0.15454566199332476
rank,Hyper tree,1060000,53000,0.16249360144138336
rank,Hyper tree,1080000,54000,0.1668816488236189
rank,Hyper tree,1100000,55000,0.1697728270664811
rank,Hyper tree,1120000,56000,0.17128661461174488
rank,Hyper tree,1140000,57000,0.17415424436330795
rank,Hyper tree,1160000,58000,0.17641191184520721
rank,Hyper tree,1180000,59000,0.17644556146115065
rank,Hyper tree,1200000,60000,0.17897256091237068
rank,Hyper tree,1220000,61000,0.17937132343649864
rank,Hyper tree,1240000,62000,0.18284969683736563
rank,Hyper tree,1260000,63000,0.18645344860851765
rank,Hyper tree,1280000,64000,0.18191091623157263
rank,Hyper tree,1300000,65000,0.18771786615252495
rank,Hyper tree,1320000,66000,0.1891624042764306
rank,Hyper tree,1340000,67000,0.1906695431098342
rank,Hyper tree,1360000,68000,0.19466174766421318
rank,Hyper tree,1380000,69000,0.19810449704527855
rank,Hyper tree,1400000,70000,0.19862820021808147
rank,Hyper tree,1420000,71000,0.2014307864010334
rank,Hyper tree,1440000,72000,0.20142226945608854
rank,Hyper tree,1460000,73000,0.20291469618678093
rank,Hyper tree,1480000,74000,0.20214772131294012
rank,Hyper tree,1500000,75000,0.2084177015349269
rank,Hyper tree,1520000,76000,0.208589943125844
rank,Hyper tree,1540000,77000,0.20982951018959284
rank,Hyper tree,1560000,78000,0.2121166568249464
rank,Hyper tree,1580000,79000,0.21254502702504396
rank,Hyper tree,1600000,80000,0.21496269199997187
rank,Hyper tree,1620000,81000,0.22066732682287693
rank,Hyper tree,1640000,82000,0.21680090203881264
rank,Hyper tree,1660000,83000,0.21824923623353243
rank,Hyper tree,1680000,84000,0.22803717851638794
rank,Hyper tree,1700000,85000,0.23171545285731554
rank,Hyper tree,1720000,86000,0.23306059185415506
rank,Hyper tree,1740000,87000,0.2392656560987234
rank,Hyper tree,1760000,88000,0.24166131485253572
rank,Hyper tree,1780000,89000,0.24071367271244526
rank,Hyper tree,1800000,90000,0.2452176958322525
rank,Hyper tree,1820000,91000,0.24853504821658134
rank,Hyper tree,1840000,92000,0.24687354546040297
rank,Hyper tree,1860000,93000,0.2506374027580023
rank,Hyper tree,1880000,94000,0.2522225696593523
rank,Hyper tree,1900000,95000,0.25667919404804707
rank,Hyper tree,1920000,96000,0.2589398631826043
rank,Hyper tree,1940000,97000,0.2615738371387124
rank,Hyper tree,1960000,98000,0.2633074326440692
rank,Hyper tree,1980000,99000,0.25940153282135725
rank,Hyper tree,2000000,100000,0.26446353551000357
first_value,Hyper naive,1,1,0.0022017862647771835
first_value,Hyper naive,20000,1000,0.24736315663903952
first_value,Hyper naive,40000,2000,0.4918096410110593
first_value,Hyper naive,60000,3000,0.7403819784522057
first_value,Hyper naive,80000,4000,0.9757181033492088
first_value,Hyper naive,100000,5000,1.2346810307353735
first_value,Hyper naive,120000,6000,1.4638202637434006
first_value,Hyper naive,140000,7000,1.6822308115661144
first_value,Hyper naive,160000,8000,1.9474217742681503
first_value,Hyper naive,180000,9000,2.1788044776767492
first_value,Hyper naive,200000,10000,1.343569598160684
first_value,Hyper naive,220000,11000,1.4724493650719523
first_value,Hyper naive,240000,12000,1.6029330613091588
first_value,Hyper naive,260000,13000,1.7552118794992566
first_value,Hyper naive,280000,14000,1.891052051447332
first_value,Hyper naive,300000,15000,2.044690065085888
first_value,Hyper naive,320000,16000,2.247850994579494
first_value,Hyper naive,340000,17000,2.5001927856355906
first_value,Hyper naive,360000,18000,2.604015687480569
first_value,Hyper naive,380000,19000,2.8740593972615898
first_value,Hyper naive,400000,20000,3.035407852381468
first_value,Hyper naive,420000,21000,30.77939661219716
first_value,Hyper naive,2000000,XXX,not measured. Just here to pad the plot
first_value,Hyper tree,1,1,0.00253413338214159
first_value,Hyper tree,20000,1000,0.012440783903002739
first_value,Hyper tree,40000,2000,0.017883832566440105
first_value,Hyper tree,60000,3000,0.021175101399421692
first_value,Hyper tree,80000,4000,0.023085111752152443
first_value,Hyper tree,100000,5000,0.023636518977582455
first_value,Hyper tree,120000,6000,0.026102345436811447
first_value,Hyper tree,140000,7000,0.02718038111925125
first_value,Hyper tree,160000,8000,0.029872645623981953
first_value,Hyper tree,180000,9000,0.030313342809677124
first_value,Hyper tree,200000,10000,0.031803528778254986
first_value,Hyper tree,220000,11000,0.03231227304786444
first_value,Hyper tree,240000,12000,0.03314632084220648
first_value,Hyper tree,260000,13000,0.03494909219443798
first_value,Hyper tree,280000,14000,0.036377785727381706
first_value,Hyper tree,300000,15000,0.03625671286135912
first_value,Hyper tree,320000,16000,0.03786970768123865
first_value,Hyper tree,340000,17000,0.039488703943789005
first_value,Hyper tree,360000,18000,0.041755642741918564
first_value,Hyper tree,380000,19000,0.042140777222812176
first_value,Hyper tree,400000,20000,0.04255183320492506
first_value,Hyper tree,420000,21000,0.04462880361825228
first_value,Hyper tree,440000,22000,0.04516569897532463
first_value,Hyper tree,460000,23000,0.045400653034448624
first_value,Hyper tree,480000,24000,0.04809826333075762
first_value,Hyper tree,500000,25000,0.047887503169476986
first_value,Hyper tree,520000,26000,0.05062765255570412
first_value,Hyper tree,540000,27000,0.051327421329915524
first_value,Hyper tree,560000,28000,0.05118094850331545
first_value,Hyper tree,580000,29000,0.054845180362463
first_value,Hyper tree,600000,30000,0.05480775982141495
first_value,Hyper tree,620000,31000,0.0574725354090333
first_value,Hyper tree,640000,32000,0.05851136799901724
first_value,Hyper tree,660000,33000,0.060286386869847775
first_value,Hyper tree,680000,34000,0.06254476960748434
first_value,Hyper tree,700000,35000,0.06194646656513214
first_value,Hyper tree,720000,36000,0.06265647988766432
first_value,Hyper tree,740000,37000,0.06282259523868561
first_value,Hyper tree,760000,38000,0.06569431722164154
first_value,Hyper tree,780000,39000,0.06573663093149662
first_value,Hyper tree,800000,40000,0.06801334489136934
first_value,Hyper tree,820000,41000,0.0706238355487585
first_value,Hyper tree,840000,42000,0.07207074575126171
first_value,Hyper tree,860000,43000,0.07248488068580627
first_value,Hyper tree,880000,44000,0.0753658702597022
first_value,Hyper tree,900000,45000,0.07437223102897406
first_value,Hyper tree,920000,46000,0.07845522556453943
first_value,Hyper tree,940000,47000,0.07733643986284733
first_value,Hyper tree,960000,48000,0.07843843009322882
first_value,Hyper tree,980000,49000,0.08136576972901821
first_value,Hyper tree,1000000,50000,0.0840775715187192
first_value,Hyper tree,1020000,51000,0.08512224815785885
first_value,Hyper tree,1040000,52000,0.08370594307780266
first_value,Hyper tree,1060000,53000,0.09267867356538773
first_value,Hyper tree,1080000,54000,0.09241226129233837
first_value,Hyper tree,1100000,55000,0.09084180649369955
first_value,Hyper tree,1120000,56000,0.09869991522282362
first_value,Hyper tree,1140000,57000,0.09429429285228252
first_value,Hyper tree,1160000,58000,0.09945324528962374
first_value,Hyper tree,1180000,59000,0.09683713410049677
first_value,Hyper tree,1200000,60000,0.09842489752918482
first_value,Hyper tree,1220000,61000,0.10061303153634071
first_value,Hyper tree,1240000,62000,0.09938776586204767
first_value,Hyper tree,1260000,63000,0.10350898373872042
first_value,Hyper tree,1280000,64000,0.10465599969029427
first_value,Hyper tree,1300000,65000,0.10518870502710342
first_value,Hyper tree,1320000,66000,0.10654099937528372
first_value,Hyper tree,1340000,67000,0.10869441460818052
first_value,Hyper tree,1360000,68000,0.10738932806998491
first_value,Hyper tree,1380000,69000,0.11090772226452827
first_value,Hyper tree,1400000,70000,0.11274150386452675
first_value,Hyper tree,1420000,71000,0.11461126059293747
first_value,Hyper tree,1440000,72000,0.11695712152868509
first_value,Hyper tree,1460000,73000,0.11746272072196007
first_value,Hyper tree,1480000,74000,0.11672838404774666
first_value,Hyper tree,1500000,75000,0.11926009319722652
first_value,Hyper tree,1520000,76000,0.11736069619655609
first_value,Hyper tree,1540000,77000,0.11869852058589458
first_value,Hyper tree,1560000,78000,0.12373034283518791
first_value,Hyper tree,1580000,79000,0.12110979296267033
first_value,Hyper tree,1600000,80000,0.1248719822615385
first_value,Hyper tree,1620000,81000,0.13108579628169537
first_value,Hyper tree,1640000,82000,0.12843259517103434
